date,year,team,opponent,team_score,opponent_score,margin,result,tournament
1994-06-04,1994,South Africa,England,15,32,-17,Loss,1994 England rugby union tour of South Africa
1994-06-05,1994,Australia,Ireland,33,13,20,Win,1994 Ireland tour of Australia
1994-06-05,1994,Ireland,Australia,13,33,-20,Loss,1994 Ireland tour of Australia
1994-06-11,1994,Argentina,Scotland,19,17,2,Win,1994 Scotland tour of Argentina
1994-06-11,1994,Australia,Ireland,32,18,14,Win,1994 Ireland tour of Australia
1994-06-11,1994,England,South Africa,9,27,-18,Loss,1994 England rugby union tour of South Africa
1994-06-11,1994,Ireland,Australia,18,32,-14,Loss,1994 Ireland tour of Australia
1994-06-11,1994,South Africa,England,27,9,18,Win,1994 England rugby union tour of South Africa
1994-06-18,1994,Australia,Italy,23,20,3,Win,1994 Italy tour of Australia
1994-06-18,1994,Italy,Australia,20,23,-3,Loss,1994 Italy tour of Australia
1994-06-25,1994,Australia,Italy,20,7,13,Win,1994 Italy tour of Australia
1994-06-25,1994,Italy,Australia,7,20,-13,Loss,1994 Italy tour of Australia
1994-06-26,1994,France,New Zealand,22,8,14,Win,1994 French tour
1994-06-26,1994,New Zealand,France,8,22,-14,Loss,1994 French tour
1994-07-03,1994,France,New Zealand,23,20,3,Win,1994 French tour
1994-07-03,1994,New Zealand,France,20,23,-3,Loss,1994 French tour
1994-07-09,1994,New Zealand,South Africa,22,14,8,Win,1994 South Africa tour
1994-07-09,1994,South Africa,New Zealand,14,22,-8,Loss,1994 South Africa tour
1994-07-23,1994,New Zealand,South Africa,13,9,4,Win,1994 South Africa tour
1994-07-23,1994,South Africa,New Zealand,9,13,-4,Loss,1994 South Africa tour
1994-08-06,1994,New Zealand,South Africa,18,18,0,Draw,1994 South Africa tour
1994-08-06,1994,South Africa,New Zealand,18,18,0,Draw,1994 South Africa tour
1994-08-17,1994,Australia,New Zealand,20,16,4,Win,1994 New Zealand tour of Australia
1994-08-17,1994,New Zealand,Australia,16,20,-4,Loss,1994 New Zealand tour of Australia
1994-10-08,1994,Argentina,South Africa,22,42,-20,Loss,1994 Argentina tour of South Africa
1994-10-08,1994,South Africa,Argentina,42,22,20,Win,1994 Argentina tour of South Africa
1994-10-12,1994,Italy,Wales,19,29,-10,Loss,
1994-10-12,1994,Wales,Italy,29,19,10,Win,
1994-10-15,1994,Argentina,South Africa,26,46,-20,Loss,1994 Argentina tour of South Africa
1994-10-15,1994,South Africa,Argentina,46,26,20,Win,1994 Argentina tour of South Africa
1994-11-19,1994,South Africa,Scotland,34,10,24,Win,1994 South Africa rugby union tour of Britain and Ireland
1994-11-26,1994,South Africa,Wales,20,12,8,Win,1994 South Africa tour of Great Britain and Ireland
1994-11-26,1994,Wales,South Africa,12,20,-8,Loss,1994 South Africa tour of Great Britain and Ireland
1995-01-21,1995,England,Ireland,20,8,12,Win,1995 Five Nations Championship
1995-01-21,1995,France,Wales,21,9,12,Win,1995 Five Nations Championship
1995-01-21,1995,Ireland,England,8,20,-12,Loss,1995 Five Nations Championship
1995-01-21,1995,Wales,France,9,21,-12,Loss,1995 Five Nations Championship
1995-02-04,1995,England,France,31,10,21,Win,1995 Five Nations Championship
1995-02-04,1995,France,England,10,31,-21,Loss,1995 Five Nations Championship
1995-02-04,1995,Ireland,Scotland,13,26,-13,Loss,1995 Five Nations Championship
1995-02-18,1995,England,Wales,23,9,14,Win,1995 Five Nations Championship
1995-02-18,1995,France,Scotland,21,23,-2,Loss,1995 Five Nations Championship
1995-02-18,1995,Wales,England,9,23,-14,Loss,1995 Five Nations Championship
1995-03-04,1995,France,Ireland,25,7,18,Win,1995 Five Nations Championship
1995-03-04,1995,Ireland,France,7,25,-18,Loss,1995 Five Nations Championship
1995-03-04,1995,Wales,Scotland,13,26,-13,Loss,1995 Five Nations Championship
1995-03-18,1995,England,Scotland,24,12,12,Win,1995 Five Nations Championship
1995-03-18,1995,Ireland,Wales,16,12,4,Win,1995 Five Nations Championship
1995-03-18,1995,Wales,Ireland,12,16,-4,Loss,1995 Five Nations Championship
1995-04-30,1995,Argentina,Australia,7,53,-46,Loss,1995 Argentina tour of Australia
1995-04-30,1995,Australia,Argentina,53,7,46,Win,1995 Argentina tour of Australia
1995-05-06,1995,Argentina,Australia,13,30,-17,Loss,1995 Argentina tour of Australia
1995-05-06,1995,Australia,Argentina,30,13,17,Win,1995 Argentina tour of Australia
1995-05-06,1995,Ireland,Italy,12,22,-10,Loss,
1995-05-06,1995,Italy,Ireland,22,12,10,Win,
1995-05-25,1995,Australia,South Africa,27,18,9,Win,1995 Rugby World Cup Pool match
1995-05-25,1995,South Africa,Australia,18,27,-9,Loss,1995 Rugby World Cup Pool match
1995-05-27,1995,Argentina,England,18,24,-6,Loss,1995 Rugby World Cup Pool match
1995-05-27,1995,England,Argentina,24,18,6,Win,1995 Rugby World Cup Pool match
1995-05-27,1995,Ireland,New Zealand,19,43,-24,Loss,1995 Rugby World Cup
1995-05-27,1995,New Zealand,Ireland,43,19,24,Win,1995 Rugby World Cup
1995-05-31,1995,England,Italy,27,20,7,Win,1995 Rugby World Cup Pool Stage
1995-05-31,1995,Italy,England,20,27,-7,Loss,1995 Rugby World Cup Pool Stage
1995-05-31,1995,New Zealand,Wales,34,9,25,Win,1995 Rugby World Cup Pool match
1995-05-31,1995,Wales,New Zealand,9,34,-25,Loss,1995 Rugby World Cup Pool match
1995-06-03,1995,France,Scotland,22,19,3,Win,1995 Rugby World Cup
1995-06-04,1995,Argentina,Italy,25,31,-6,Loss,1995 Rugby World Cup
1995-06-04,1995,Ireland,Wales,24,23,1,Win,1995 Rugby World Cup
1995-06-04,1995,Italy,Argentina,31,25,6,Win,1995 Rugby World Cup
1995-06-04,1995,Wales,Ireland,23,24,-1,Loss,1995 Rugby World Cup
1995-06-10,1995,France,Ireland,36,12,24,Win,1995 Rugby World Cup
1995-06-10,1995,Ireland,France,12,36,-24,Loss,1995 Rugby World Cup
1995-06-11,1995,Australia,England,22,25,-3,Loss,1995 Rugby World Cup Quarter-final
1995-06-11,1995,England,Australia,25,22,3,Win,1995 Rugby World Cup Quarter-final
1995-06-11,1995,New Zealand,Scotland,48,30,18,Win,1995 Rugby World Cup Quarter Final
1995-06-17,1995,France,South Africa,15,19,-4,Loss,1995 Rugby World Cup semi-final
1995-06-17,1995,South Africa,France,19,15,4,Win,1995 Rugby World Cup semi-final
1995-06-18,1995,England,New Zealand,29,45,-16,Loss,1995 Rugby World Cup Semi-final
1995-06-18,1995,New Zealand,England,45,29,16,Win,1995 Rugby World Cup Semi-final
1995-06-22,1995,England,France,9,19,-10,Loss,1995 Rugby World Cup third-place play-off
1995-06-22,1995,France,England,19,9,10,Win,1995 Rugby World Cup third-place play-off
1995-06-24,1995,New Zealand,South Africa,12,15,-3,Loss,1995 Rugby World Cup Final
1995-06-24,1995,South Africa,New Zealand,15,12,3,Win,1995 Rugby World Cup Final
1995-07-22,1995,Australia,New Zealand,16,28,-12,Loss,1995 Australia tour of New Zealand
1995-07-22,1995,New Zealand,Australia,28,16,12,Win,1995 Australia tour of New Zealand
1995-07-29,1995,Australia,New Zealand,23,34,-11,Loss,1995 New Zealand tour of Australia
1995-07-29,1995,New Zealand,Australia,34,23,11,Win,1995 New Zealand tour of Australia
1995-09-02,1995,South Africa,Wales,40,11,29,Win,Wales tour of South Africa
1995-09-02,1995,Wales,South Africa,11,40,-29,Loss,Wales tour of South Africa
1995-10-14,1995,France,Italy,34,22,12,Win,1st Coupe Latine de Rugby
1995-10-14,1995,Italy,France,22,34,-12,Loss,1st Coupe Latine de Rugby
1995-10-17,1995,Argentina,Italy,26,6,20,Win,
1995-10-17,1995,Italy,Argentina,6,26,-20,Loss,
1995-10-21,1995,Argentina,France,12,47,-35,Loss,1995 Latin Cup
1995-10-21,1995,France,Argentina,47,12,35,Win,1995 Latin Cup
1995-10-28,1995,Italy,New Zealand,6,70,-64,Loss,1995 New Zealand rugby union tour of Italy and France
1995-10-28,1995,New Zealand,Italy,70,6,64,Win,1995 New Zealand rugby union tour of Italy and France
1995-11-11,1995,France,New Zealand,22,15,7,Win,1995 New Zealand tour
1995-11-11,1995,New Zealand,France,15,22,-7,Loss,1995 New Zealand tour
1995-11-12,1995,Italy,South Africa,21,40,-19,Loss,
1995-11-12,1995,South Africa,Italy,40,21,19,Win,
1995-11-18,1995,England,South Africa,14,24,-10,Loss,
1995-11-18,1995,France,New Zealand,12,37,-25,Loss,1995 New Zealand tour
1995-11-18,1995,New Zealand,France,37,12,25,Win,1995 New Zealand tour
1995-11-18,1995,South Africa,England,24,14,10,Win,
1996-01-16,1996,Italy,Wales,26,31,-5,Loss,
1996-01-16,1996,Wales,Italy,31,26,5,Win,
1996-01-20,1996,England,France,12,15,-3,Loss,1996 Five Nations Championship
1996-01-20,1996,France,England,15,12,3,Win,1996 Five Nations Championship
1996-01-20,1996,Ireland,Scotland,10,16,-6,Loss,1996 Five Nations Championship
1996-02-03,1996,England,Wales,21,15,6,Win,1996 Five Nations Championship
1996-02-03,1996,France,Scotland,14,19,-5,Loss,1996 Five Nations Championship
1996-02-03,1996,Wales,England,15,21,-6,Loss,1996 Five Nations Championship
1996-02-17,1996,France,Ireland,45,10,35,Win,1996 Five Nations Championship
1996-02-17,1996,Ireland,France,10,45,-35,Loss,1996 Five Nations Championship
1996-02-17,1996,Wales,Scotland,14,16,-2,Loss,1996 Five Nations Championship
1996-03-02,1996,England,Scotland,18,9,9,Win,1996 Five Nations Championship
1996-03-02,1996,Ireland,Wales,30,17,13,Win,1996 Five Nations Championship
1996-03-02,1996,Wales,Ireland,17,30,-13,Loss,1996 Five Nations Championship
1996-03-16,1996,England,Ireland,28,15,13,Win,1996 Five Nations Championship
1996-03-16,1996,France,Wales,15,16,-1,Loss,1996 Five Nations Championship
1996-03-16,1996,Ireland,England,15,28,-13,Loss,1996 Five Nations Championship
1996-03-16,1996,Wales,France,16,15,1,Win,1996 Five Nations Championship
1996-06-09,1996,Australia,Wales,56,25,31,Win,1996 Wales tour of Australia
1996-06-09,1996,Wales,Australia,25,56,-31,Loss,1996 Wales tour of Australia
1996-06-15,1996,New Zealand,Scotland,62,31,31,Win,1996 Scotland rugby union tour of New Zealand
1996-06-22,1996,Argentina,France,27,34,-7,Loss,1996 France tour of Argentina
1996-06-22,1996,Australia,Wales,42,3,39,Win,1996 Wales tour of Australia
1996-06-22,1996,France,Argentina,34,27,7,Win,1996 France tour of Argentina
1996-06-22,1996,New Zealand,Scotland,36,12,24,Win,1996 Scotland rugby union tour of New Zealand
1996-06-22,1996,Wales,Australia,3,42,-39,Loss,1996 Wales tour of Australia
1996-06-29,1996,Argentina,France,15,34,-19,Loss,1996 France tour of Argentina
1996-06-29,1996,France,Argentina,34,15,19,Win,1996 France tour of Argentina
1996-07-06,1996,Australia,New Zealand,6,43,-37,Loss,1996 Tri Nations Series
1996-07-06,1996,New Zealand,Australia,43,6,37,Win,1996 Tri Nations Series
1996-07-13,1996,Australia,South Africa,21,16,5,Win,1996 Tri Nations Series
1996-07-13,1996,South Africa,Australia,16,21,-5,Loss,1996 Tri Nations Series
1996-07-20,1996,New Zealand,South Africa,15,11,4,Win,1996 Tri Nations Series
1996-07-20,1996,South Africa,New Zealand,11,15,-4,Loss,1996 Tri Nations Series
1996-07-27,1996,Australia,New Zealand,25,32,-7,Loss,1996 Tri Nations Series
1996-07-27,1996,New Zealand,Australia,32,25,7,Win,1996 Tri Nations Series
1996-08-03,1996,Australia,South Africa,19,25,-6,Loss,1996 Tri Nations Series
1996-08-03,1996,South Africa,Australia,25,19,6,Win,1996 Tri Nations Series
1996-08-10,1996,New Zealand,South Africa,29,18,11,Win,1996 Tri Nations Series
1996-08-10,1996,South Africa,New Zealand,18,29,-11,Loss,1996 Tri Nations Series
1996-08-17,1996,New Zealand,South Africa,23,19,4,Win,1996 New Zealand tour
1996-08-17,1996,South Africa,New Zealand,19,23,-4,Loss,1996 New Zealand tour
1996-08-24,1996,New Zealand,South Africa,33,26,7,Win,1996 New Zealand tour
1996-08-24,1996,South Africa,New Zealand,26,33,-7,Loss,1996 New Zealand tour
1996-08-31,1996,New Zealand,South Africa,22,32,-10,Loss,1996 New Zealand tour
1996-08-31,1996,South Africa,New Zealand,32,22,10,Win,1996 New Zealand tour
1996-09-25,1996,France,Wales,40,33,7,Win,1996 France tour of Argentina and Wales
1996-09-25,1996,Wales,France,33,40,-7,Loss,1996 France tour of Argentina and Wales
1996-10-05,1996,Italy,Wales,22,31,-9,Loss,
1996-10-05,1996,Wales,Italy,31,22,9,Win,
1996-10-23,1996,Australia,Italy,40,18,22,Win,"1996 Australia tour of Great Britain, Ireland and Italy"
1996-10-23,1996,Italy,Australia,18,40,-22,Loss,"1996 Australia tour of Great Britain, Ireland and Italy"
1996-11-09,1996,Argentina,South Africa,15,46,-31,Loss,1996 South Africa tour of Argentina and Europe
1996-11-09,1996,Australia,Scotland,29,19,10,Win,"1996 Australia tour of Great Britain, Ireland and Italy"
1996-11-09,1996,South Africa,Argentina,46,15,31,Win,1996 South Africa tour of Argentina and Europe
1996-11-16,1996,Argentina,South Africa,21,44,-23,Loss,1996 South Africa tour of Argentina and Europe
1996-11-16,1996,South Africa,Argentina,44,21,23,Win,1996 South Africa tour of Argentina and Europe
1996-11-23,1996,Australia,Ireland,22,12,10,Win,"1996 Australia tour of Great Britain, Ireland and Italy"
1996-11-23,1996,England,Italy,54,21,33,Win,The Save & Prosper International
1996-11-23,1996,Ireland,Australia,12,22,-10,Loss,"1996 Australia tour of Great Britain, Ireland and Italy"
1996-11-23,1996,Italy,England,21,54,-33,Loss,The Save & Prosper International
1996-11-30,1996,France,South Africa,12,22,-10,Loss,1996 South Africa rugby union tour of Argentina and Europe
1996-11-30,1996,South Africa,France,22,12,10,Win,1996 South Africa rugby union tour of Argentina and Europe
1996-12-01,1996,Australia,Wales,28,19,9,Win,"1996 Australia tour of Great Britain, Ireland and Italy"
1996-12-01,1996,Wales,Australia,19,28,-9,Loss,"1996 Australia tour of Great Britain, Ireland and Italy"
1996-12-07,1996,France,South Africa,12,13,-1,Loss,1996 South Africa rugby union tour of Argentina and Europe
1996-12-07,1996,South Africa,France,13,12,1,Win,1996 South Africa rugby union tour of Argentina and Europe
1996-12-14,1996,Argentina,England,18,20,-2,Loss,1996 Argentina tour of England
1996-12-14,1996,England,Argentina,20,18,2,Win,1996 Argentina tour of England
1996-12-14,1996,Italy,Scotland,22,29,-7,Loss,
1996-12-15,1996,South Africa,Wales,37,20,17,Win,1996 South Africa tour of Argentina and Europe
1996-12-15,1996,Wales,South Africa,20,37,-17,Loss,1996 South Africa tour of Argentina and Europe
1997-01-04,1997,Ireland,Italy,29,37,-8,Loss,
1997-01-04,1997,Italy,Ireland,37,29,8,Win,
1997-01-18,1997,France,Ireland,32,15,17,Win,1997 Five Nations Championship
1997-01-18,1997,Ireland,France,15,32,-17,Loss,1997 Five Nations Championship
1997-01-18,1997,Wales,Scotland,34,19,15,Win,1997 Five Nations Championship
1997-02-01,1997,England,Scotland,41,13,28,Win,1997 Five Nations Championship
1997-02-01,1997,Ireland,Wales,26,25,1,Win,1997 Five Nations Championship
1997-02-01,1997,Wales,Ireland,25,26,-1,Loss,1997 Five Nations Championship
1997-02-15,1997,England,Ireland,46,6,40,Win,1997 Five Nations Championship
1997-02-15,1997,France,Wales,27,22,5,Win,1997 Five Nations Championship
1997-02-15,1997,Ireland,England,6,46,-40,Loss,1997 Five Nations Championship
1997-02-15,1997,Wales,France,22,27,-5,Loss,1997 Five Nations Championship
1997-03-01,1997,England,France,20,23,-3,Loss,1997 Five Nations Championship
1997-03-01,1997,France,England,23,20,3,Win,1997 Five Nations Championship
1997-03-01,1997,Ireland,Scotland,10,38,-28,Loss,1997 Five Nations Championship
1997-03-15,1997,England,Wales,34,13,21,Win,1997 Five Nations Championship
1997-03-15,1997,France,Scotland,47,20,27,Win,1997 Five Nations Championship
1997-03-15,1997,Wales,England,13,34,-21,Loss,1997 Five Nations Championship
1997-03-22,1997,France,Italy,32,40,-8,Loss,1995-97 European Cup final
1997-03-22,1997,Italy,France,40,32,8,Win,1995-97 European Cup final
1997-05-31,1997,Argentina,England,20,46,-26,Loss,1997 England tour of Argentina and Australia
1997-05-31,1997,England,Argentina,46,20,26,Win,1997 England tour of Argentina and Australia
1997-06-07,1997,Argentina,England,33,13,20,Win,1997 England tour of Argentina and Australia
1997-06-07,1997,England,Argentina,13,33,-20,Loss,1997 England tour of Argentina and Australia
1997-06-21,1997,Argentina,New Zealand,8,93,-85,Loss,1997 Argentina tour of New Zealand
1997-06-21,1997,Australia,France,29,15,14,Win,1997 France tour of Romania and Australia
1997-06-21,1997,France,Australia,15,29,-14,Loss,1997 France tour of Romania and Australia
1997-06-21,1997,New Zealand,Argentina,93,8,85,Win,1997 Argentina tour of New Zealand
1997-06-28,1997,Argentina,New Zealand,10,62,-52,Loss,1997 Argentina tour of New Zealand
1997-06-28,1997,Australia,France,26,19,7,Win,1997 France tour of Romania and Australia
1997-06-28,1997,France,Australia,19,26,-7,Loss,1997 France tour of Romania and Australia
1997-06-28,1997,New Zealand,Argentina,62,10,52,Win,1997 Argentina tour of New Zealand
1997-07-05,1997,Australia,New Zealand,13,30,-17,Loss,1997 Bledisloe Cup I
1997-07-05,1997,New Zealand,Australia,30,13,17,Win,1997 Bledisloe Cup I
1997-07-12,1997,Australia,England,25,6,19,Win,1997 England tour of Argentina and Australia
1997-07-12,1997,England,Australia,6,25,-19,Loss,1997 England tour of Argentina and Australia
1997-07-19,1997,New Zealand,South Africa,35,32,3,Win,1997 Tri Nations Series
1997-07-19,1997,South Africa,New Zealand,32,35,-3,Loss,1997 Tri Nations Series
1997-07-26,1997,Australia,New Zealand,18,33,-15,Loss,1997 Tri Nations Series
1997-07-26,1997,New Zealand,Australia,33,18,15,Win,1997 Tri Nations Series
1997-08-02,1997,Australia,South Africa,32,20,12,Win,1997 Tri Nations Series
1997-08-02,1997,South Africa,Australia,20,32,-12,Loss,1997 Tri Nations Series
1997-08-09,1997,New Zealand,South Africa,55,35,20,Win,1997 Tri Nations Series
1997-08-09,1997,South Africa,New Zealand,35,55,-20,Loss,1997 Tri Nations Series
1997-08-16,1997,Australia,New Zealand,24,36,-12,Loss,1997 Tri Nations Series
1997-08-16,1997,New Zealand,Australia,36,24,12,Win,1997 Tri Nations Series
1997-08-23,1997,Australia,South Africa,22,61,-39,Loss,1997 Tri Nations Series
1997-08-23,1997,South Africa,Australia,61,22,39,Win,1997 Tri Nations Series
1997-10-18,1997,France,Italy,30,19,11,Win,2nd Coupe Latine de Rugby
1997-10-18,1997,Italy,France,19,30,-11,Loss,2nd Coupe Latine de Rugby
1997-10-22,1997,Argentina,Italy,18,18,0,Draw,
1997-10-22,1997,Italy,Argentina,18,18,0,Draw,
1997-10-26,1997,Argentina,France,27,32,-5,Loss,1997 Latin Cup
1997-10-26,1997,France,Argentina,32,27,5,Win,1997 Latin Cup
1997-11-01,1997,Argentina,Australia,15,23,-8,Loss,1997 Australia tour of Argentina and Great Britain
1997-11-01,1997,Australia,Argentina,23,15,8,Win,1997 Australia tour of Argentina and Great Britain
1997-11-08,1997,Argentina,Australia,18,16,2,Win,1997 Australia tour of Argentina and Great Britain
1997-11-08,1997,Australia,Argentina,16,18,-2,Loss,1997 Australia tour of Argentina and Great Britain
