date,year,team,opponent,team_score,opponent_score,margin,result,tournament,elo_pre,elo_post,elo_delta
1991-02-16,1991,Wales,Ireland,21,21,0,Draw,1991 Five Nations Championship,1397.0256942595877,1397.6820901420115,0.6563958824237943
1991-03-02,1991,England,Ireland,16,7,9,Win,1991 Five Nations Championship,1543.517514666596,1553.1049361639477,9.58742149735167
1991-03-02,1991,France,Wales,36,3,33,Win,1991 Five Nations Championship,1540.613320724717,1549.7685473824877,9.155226657770754
1991-03-02,1991,Ireland,England,7,16,-9,Loss,1991 Five Nations Championship,1412.239095856037,1403.008062974064,-9.231032881973078
1991-03-02,1991,Wales,France,3,36,-33,Loss,1991 Five Nations Championship,1397.6820901420115,1388.858631022678,-8.823459119333393
1991-03-16,1991,Scotland,Ireland,28,25,3,Win,1991 Five Nations Championship,1503.560328978094,1514.3364165881046,10.776087610010563
1991-03-16,1991,Ireland,Scotland,25,28,-3,Loss,1991 Five Nations Championship,1403.008062974064,1392.656481318151,-10.351581655912923
1991-03-16,1991,France,England,19,21,-2,Loss,1991 Five Nations Championship,1549.7685473824877,1534.9125864375742,-14.855960944913477
1991-03-16,1991,England,France,21,19,2,Win,1991 Five Nations Championship,1553.1049361639477,1567.3202263200685,14.215290156120773
1991-07-06,1991,Argentina,New Zealand,14,28,-14,Loss,1991 New Zealand tour of Argentina,1446.8015756443501,1441.391782915056,-5.409792729294168
1991-07-06,1991,New Zealand,Argentina,28,14,14,Win,1991 New Zealand tour of Argentina,1709.8342010626134,1715.107277241158,5.27307617854467
1991-07-13,1991,Argentina,New Zealand,6,36,-30,Loss,1991 New Zealand tour of Argentina,1441.391782915056,1436.249337741256,-5.1424451737998425
1991-07-13,1991,New Zealand,Argentina,36,6,30,Win,1991 New Zealand tour of Argentina,1715.107277241158,1720.12481251331,5.0175352721519175
1991-07-22,1991,Australia,Wales,63,6,57,Win,1991 Wales tour of Australia,1520.8973160427383,1530.4562105240745,9.55889448133621
1991-07-22,1991,Wales,Australia,6,63,-57,Loss,1991 Wales tour of Australia,1388.858631022678,1379.654495130359,-9.204135892319073
1991-07-27,1991,Australia,England,40,15,25,Win,1991 England tour of Australia and Fiji,1530.4562105240745,1547.0418123107142,16.5856017866397
1991-07-27,1991,England,Australia,15,40,-25,Loss,1991 England tour of Australia and Fiji,1567.3202263200685,1551.445729601863,-15.874496718205592
1991-08-10,1991,Australia,New Zealand,21,12,9,Win,1991 New Zealand tour of Australia,1547.0418123107142,1568.9519979379356,21.91018562722138
1991-08-10,1991,New Zealand,Australia,12,21,-9,Loss,1991 New Zealand tour of Australia,1720.12481251331,1698.9810641101026,-21.143748403207383
1991-08-24,1991,New Zealand,Australia,6,3,3,Win,1991 Australia tour of New Zealand,1698.9810641101026,1708.6154621640567,9.6343980539541
1991-08-24,1991,Australia,New Zealand,3,6,-3,Loss,1991 Australia tour of New Zealand,1568.9519979379356,1559.6766739366499,-9.275324001285753
1991-09-04,1991,France,Wales,22,9,13,Win,1991 Rugby World Cup warm-up match,1534.9125864375742,1543.6227611903996,8.710174752825424
1991-09-04,1991,Wales,France,9,22,-13,Loss,1991 Rugby World Cup warm-up match,1379.654495130359,1371.2509602492482,-8.403534881110772
1991-10-03,1991,England,New Zealand,12,18,-6,Loss,1991 Rugby World Cup Pool Stage,1551.445729601863,1542.803418089447,-8.642311512415972
1991-10-03,1991,New Zealand,England,18,12,6,Win,1991 Rugby World Cup Pool Stage,1708.6154621640567,1716.9549393464254,8.339477182368682
1991-10-04,1991,Argentina,Australia,19,32,-13,Loss,1991 Rugby World Cup Pool match,1436.249337741256,1426.364718922194,-9.884618819062098
1991-10-04,1991,Australia,Argentina,32,19,13,Win,1991 Rugby World Cup Pool match,1559.6766739366499,1569.1878937031852,9.511219766535305
1991-10-04,1991,Ireland,Scotland,15,24,-9,Loss,1991 Rugby World Cup,1392.656481318151,1382.7050808631627,-9.951400454988288
1991-10-04,1991,Scotland,Ireland,24,15,9,Win,1991 Rugby World Cup,1514.3364165881046,1523.9105901774926,9.57417358938801
1991-10-08,1991,England,Italy,36,6,30,Win,1991 Rugby World Cup Pool Stage,1542.803418089447,1553.109082984308,10.305664894861138
1991-10-08,1991,Italy,England,6,36,-30,Loss,1991 Rugby World Cup Pool Stage,1430.2972954001357,1420.3891777092035,-9.908117690932158
1991-10-09,1991,Wales,Argentina,16,7,9,Win,1991 Rugby World Cup Pool match,1371.2509602492482,1388.610652879889,17.359692630640666
1991-10-09,1991,Argentina,Wales,7,16,-9,Loss,1991 Rugby World Cup Pool match,1426.364718922194,1409.7411303227632,-16.623588599430832
1991-10-12,1991,Australia,Wales,38,3,35,Win,1991 Rugby World Cup Pool match,1569.1878937031852,1577.0253682755151,7.837474572329938
1991-10-12,1991,Wales,Australia,3,38,-35,Loss,1991 Rugby World Cup Pool match,1388.610652879889,1381.0315709318722,-7.579081948016665
1991-10-13,1991,Italy,New Zealand,21,31,-10,Loss,1991 Rugby World Cup,1420.3891777092035,1415.7832425476488,-4.605935161554726
1991-10-13,1991,New Zealand,Italy,31,21,10,Win,1991 Rugby World Cup,1716.9549393464254,1721.4584495538563,4.503510207430963
1991-10-19,1991,England,France,19,10,9,Win,1991 Rugby World Cup quarter-final,1553.109082984308,1567.6996272948015,14.590544310493442
1991-10-19,1991,France,England,10,19,-9,Loss,1991 Rugby World Cup quarter-final,1543.6227611903996,1529.660582273206,-13.962178917193569
1991-10-20,1991,Australia,Ireland,19,18,1,Win,1991 Rugby World Cup Quarter-final,1577.0253682755151,1584.413514083235,7.388145807719866
1991-10-20,1991,Ireland,Australia,18,19,-1,Loss,1991 Rugby World Cup Quarter-final,1382.7050808631627,1375.5512043807055,-7.153876482457235
1991-10-26,1991,England,Scotland,9,6,3,Win,1991 Rugby World Cup Semi-Final,1567.6996272948015,1580.8190496075308,13.119422312729284
1991-10-26,1991,Scotland,England,6,9,-3,Loss,1991 Rugby World Cup Semi-Final,1523.9105901774926,1511.345786732767,-12.564803444725612
1991-10-27,1991,New Zealand,Australia,6,16,-10,Loss,1991 Rugby World Cup Semi-final,1721.4584495538563,1700.8306350948053,-20.627814459051024
1991-10-27,1991,Australia,New Zealand,16,6,10,Win,1991 Rugby World Cup Semi-final,1584.413514083235,1604.25962195838,19.84610787514498
1991-10-30,1991,Scotland,New Zealand,6,13,-7,Loss,1991 Rugby World Cup Third Place Match,1511.345786732767,1503.8015448958802,-7.54424183688684
1991-10-30,1991,New Zealand,Scotland,13,6,7,Win,1991 Rugby World Cup Third Place Match,1700.8306350948053,1708.1322921090837,7.301657014278362
1991-11-02,1991,Australia,England,12,6,6,Win,1991 Rugby World Cup Final,1604.25962195838,1618.2491438158218,13.989521857441787
1991-11-02,1991,England,Australia,6,12,-6,Loss,1991 Rugby World Cup Final,1580.8190496075308,1567.4288136950747,-13.390235912456092
1992-01-18,1992,England,Scotland,25,7,18,Win,1992 Five Nations Championship,1567.4288136950747,1579.7121070193339,12.283293324259148
1992-01-18,1992,Ireland,Wales,15,16,-1,Loss,1992 Five Nations Championship,1375.5512043807055,1360.7877912027739,-14.763413177931625
1992-01-18,1992,Scotland,England,7,25,-18,Loss,1992 Five Nations Championship,1503.8015448958802,1492.0276942979838,-11.773850597896399
1992-01-18,1992,Wales,Ireland,16,15,1,Win,1992 Five Nations Championship,1381.0315709318722,1395.1585644221377,14.126993490265477
1992-02-01,1992,England,Ireland,38,9,29,Win,1992 Five Nations Championship,1579.7121070193339,1586.3401377942203,6.628030774886383
1992-02-01,1992,France,Wales,12,9,3,Win,1992 Five Nations Championship,1529.660582273206,1539.1273582618671,9.466775988661084
1992-02-01,1992,Ireland,England,9,38,-29,Loss,1992 Five Nations Championship,1360.7877912027739,1354.3546761903008,-6.433115012473081
1992-02-01,1992,Wales,France,9,12,-3,Loss,1992 Five Nations Championship,1395.1585644221377,1386.0412875169084,-9.117276905229346
1992-02-15,1992,Scotland,Ireland,18,10,8,Win,1992 Five Nations Championship,1492.0276942979838,1501.376596224947,9.348901926963208
1992-02-15,1992,Ireland,Scotland,10,18,-8,Loss,1992 Five Nations Championship,1354.3546761903008,1345.3485535628129,-9.006122627487912
1992-02-15,1992,England,France,31,13,18,Win,1992 Five Nations Championship,1586.3401377942203,1599.3142528572137,12.974115062993405
1992-02-15,1992,France,England,13,31,-18,Loss,1992 Five Nations Championship,1539.1273582618671,1526.700150854054,-12.427207407813057
1992-03-07,1992,England,Wales,24,0,24,Win,1992 Five Nations Championship,1599.3142528572137,1606.111791010223,6.797538153009327
1992-03-07,1992,France,Scotland,6,10,-4,Loss,1992 Five Nations Championship,1526.700150854054,1510.6087770803852,-16.09137377366892
1992-03-07,1992,Scotland,France,10,6,4,Win,1992 Five Nations Championship,1501.376596224947,1516.7750877268386,15.398491501891613
1992-03-07,1992,Wales,England,0,24,-24,Loss,1992 Five Nations Championship,1386.0412875169084,1379.4472638349503,-6.594023681958106
1992-03-21,1992,France,Ireland,44,12,32,Win,1992 Five Nations Championship,1510.6087770803852,1518.967394446587,8.35861736620177
1992-03-21,1992,Ireland,France,12,44,-32,Loss,1992 Five Nations Championship,1345.3485535628129,1337.2769506993654,-8.071602863447424
1992-03-21,1992,Scotland,Wales,12,15,-3,Loss,1992 Five Nations Championship,1516.7750877268386,1496.1367824108952,-20.6383053159434
1992-03-21,1992,Wales,Scotland,15,12,3,Win,1992 Five Nations Championship,1379.4472638349503,1399.3039018823326,19.856638047382376
1992-05-30,1992,New Zealand,Ireland,24,21,3,Win,1992 Ireland rugby union tour of New Zealand,1708.1322921090837,1711.305054849019,3.1727627399352514
1992-05-30,1992,Ireland,New Zealand,21,24,-3,Loss,1992 Ireland rugby union tour of New Zealand,1337.2769506993654,1334.1556346828074,-3.121316016558012
1992-06-06,1992,New Zealand,Ireland,59,6,53,Win,1992 Ireland rugby union tour of New Zealand,1711.305054849019,1714.3764792573916,3.07142440837265
1992-06-06,1992,Ireland,New Zealand,6,59,-53,Loss,1992 Ireland rugby union tour of New Zealand,1334.1556346828074,1331.13261344289,-3.023021239917398
1992-06-13,1992,Australia,Scotland,27,12,15,Win,1992 Scotland tour of Australia,1618.2491438158218,1628.1839967663814,9.934852950559616
1992-06-13,1992,Scotland,Australia,12,27,-15,Loss,1992 Scotland tour of Australia,1496.1367824108952,1486.5782077143588,-9.558574696536425
1992-06-21,1992,Australia,Scotland,37,13,24,Win,1992 Scotland tour of Australia,1628.1839967663814,1637.3878311430526,9.203834376671239
1992-06-21,1992,Scotland,Australia,13,37,-24,Loss,1992 Scotland tour of Australia,1486.5782077143588,1477.7089007996467,-8.86930691471207
1992-07-04,1992,Argentina,France,12,27,-15,Loss,1992 France tour of Argentina,1409.7411303227632,1399.307356640063,-10.43377368270012
1992-07-04,1992,Australia,New Zealand,16,15,1,Win,1992 New Zealand tour of Australia and South Africa,1637.3878311430526,1655.658342447016,18.270511303963303
1992-07-04,1992,France,Argentina,27,12,15,Win,1992 France tour of Argentina,1518.967394446587,1528.9962727845066,10.02887833791965
1992-07-04,1992,New Zealand,Australia,15,16,-1,Loss,1992 New Zealand tour of Australia and South Africa,1714.3764792573916,1696.865276831979,-17.511202425412648
1992-07-11,1992,Argentina,France,9,33,-24,Loss,1992 France tour of Argentina,1399.307356640063,1389.6601477117974,-9.647208928265627
1992-07-11,1992,France,Argentina,33,9,24,Win,1992 France tour of Argentina,1528.9962727845066,1538.283675071406,9.28740228689935
1992-07-19,1992,New Zealand,Australia,17,19,-2,Loss,1992 New Zealand tour of Australia and South Africa,1696.865276831979,1680.0945255619504,-16.77075127002854
1992-07-19,1992,Australia,New Zealand,19,17,2,Win,1992 New Zealand tour of Australia and South Africa,1655.658342447016,1671.7116011216617,16.053258674645804
1992-07-25,1992,Australia,New Zealand,23,26,-3,Loss,1992 New Zealand tour of Australia and South Africa,1671.7116011216617,1657.0734508471912,-14.63815027447049
1992-07-25,1992,New Zealand,Australia,26,23,3,Win,1992 New Zealand tour of Australia and South Africa,1680.0945255619504,1694.102077856217,14.007552294266588
1992-08-15,1992,New Zealand,South Africa,27,24,3,Win,1992 New Zealand tour,1694.102077856217,1701.4972207662222,7.395142910005234
1992-08-15,1992,South Africa,New Zealand,24,27,-3,Loss,1992 New Zealand tour,1500.0,1492.8394976005466,-7.160502399453435
1992-08-29,1992,Australia,South Africa,26,3,23,Win,1992 Australia tour of South Africa,1657.0734508471912,1665.4677365399793,8.394285692788117
1992-08-29,1992,South Africa,Australia,3,26,-23,Loss,1992 Australia tour of South Africa,1492.8394976005466,1484.7342070316408,-8.10529056890573
1992-10-17,1992,France,South Africa,15,20,-5,Loss,1992 South Africa rugby union tour of France and England,1538.283675071406,1520.9898932022957,-17.293781869110262
1992-10-17,1992,South Africa,France,20,15,5,Win,1992 South Africa rugby union tour of France and England,1484.7342070316408,1501.293833804765,16.559626773124137
1992-10-24,1992,South Africa,France,16,29,-13,Loss,1992 South Africa rugby union tour of France and England,1501.293833804765,1487.1432712831854,-14.150562521579559
1992-10-24,1992,France,South Africa,29,16,13,Win,1992 South Africa rugby union tour of France and England,1520.9898932022957,1534.533222260628,13.543329058332347
1992-10-31,1992,Ireland,Australia,17,42,-25,Loss,1992 Australia tour of Great Britain and Ireland,1331.13261344289,1327.312087833421,-3.8205256094690867
1992-10-31,1992,Australia,Ireland,42,17,25,Win,1992 Australia tour of Great Britain and Ireland,1665.4677365399793,1669.2155378660252,3.747801326045874
1992-11-14,1992,Argentina,France,24,20,4,Win,1992 Argentina tour of Europe,1389.6601477117974,1410.575873237244,20.915725525446533
1992-11-14,1992,England,South Africa,33,16,17,Win,1992 South Africa rugby union tour of France and England,1606.111791010223,1616.1672630497176,10.055472039494589
1992-11-14,1992,France,Argentina,20,24,-4,Loss,1992 Argentina tour of Europe,1534.533222260628,1514.3976303122906,-20.135591948337378
1992-11-14,1992,South Africa,England,16,33,-17,Loss,1992 South Africa rugby union tour of France and England,1487.1432712831854,1477.4709938445644,-9.672277438620995
1992-11-21,1992,Australia,Wales,23,6,17,Win,1992 Australia tour of Great Britain and Ireland,1669.2155378660252,1674.451956539351,5.236418673325716
1992-11-21,1992,Wales,Australia,6,23,-17,Loss,1992 Australia tour of Great Britain and Ireland,1399.3039018823326,1394.1964994263528,-5.107402455979809
1993-01-16,1993,England,France,16,15,1,Win,1993 Five Nations Championship,1616.1672630497176,1626.895008205349,10.72774515563151
1993-01-16,1993,France,England,15,16,-1,Loss,1993 Five Nations Championship,1514.3976303122906,1504.0916248485985,-10.306005463692145
1993-01-16,1993,Ireland,Scotland,3,15,-12,Loss,1993 Five Nations Championship,1327.312087833421,1318.4279284272268,-8.884159406194158
1993-01-16,1993,Scotland,Ireland,15,3,12,Win,1993 Five Nations Championship,1477.7089007996467,1486.2766303629082,8.567729563261537
1993-02-06,1993,Wales,England,10,9,1,Win,1993 Five Nations Championship,1394.1964994263528,1417.9688307116933,23.772331285340442
1993-02-06,1993,Scotland,France,3,11,-8,Loss,1993 Five Nations Championship,1486.2766303629082,1472.0450921410916,-14.231538221816663
1993-02-06,1993,France,Scotland,11,3,8,Win,1993 Five Nations Championship,1504.0916248485985,1517.7119751575447,13.620350308946172
1993-02-06,1993,England,Wales,9,10,-1,Loss,1993 Five Nations Championship,1626.895008205349,1603.824994905887,-23.07001329946206
1993-02-20,1993,France,Ireland,21,6,15,Win,1993 Five Nations Championship,1517.7119751575447,1524.942159847291,7.230184689746238
1993-02-20,1993,Ireland,France,6,21,-15,Loss,1993 Five Nations Championship,1318.4279284272268,1311.4236739620303,-7.004254465196482
1993-02-20,1993,Scotland,Wales,20,0,20,Win,1993 Five Nations Championship,1472.0450921410916,1484.7291037764874,12.684011635395791
1993-02-20,1993,Wales,Scotland,0,20,-20,Loss,1993 Five Nations Championship,1417.9688307116933,1405.8161462914577,-12.152684420235573
1993-03-06,1993,England,Scotland,26,12,14,Win,1993 Five Nations Championship,1603.824994905887,1613.8755659973324,10.050571091445363
1993-03-06,1993,Ireland,Wales,19,14,5,Win,1993 Five Nations Championship,1311.4236739620303,1330.4015317996966,18.977857837666306
1993-03-06,1993,Scotland,England,12,26,-14,Loss,1993 Five Nations Championship,1484.7291037764874,1475.0614461982705,-9.667657578216904
1993-03-06,1993,Wales,Ireland,14,19,-5,Loss,1993 Five Nations Championship,1405.8161462914577,1387.6104244622393,-18.20572182921842
1993-03-20,1993,Wales,France,10,26,-16,Loss,1993 Five Nations Championship,1387.6104244622393,1378.2488747900973,-9.361549672142019
1993-03-20,1993,Ireland,England,17,3,14,Win,1993 Five Nations Championship,1330.4015317996966,1355.4940456077304,25.0925138080338
1993-03-20,1993,England,Ireland,3,17,-14,Loss,1993 Five Nations Championship,1613.8755659973324,1589.4050990220262,-24.47046697530618
1993-03-20,1993,France,Wales,26,10,16,Win,1993 Five Nations Championship,1524.942159847291,1533.9602097925683,9.018049945277426
1993-06-26,1993,France,South Africa,20,20,0,Draw,1993 France rugby union tour of South Africa,1533.9602097925683,1531.5426398225047,-2.417569970063596
1993-06-26,1993,South Africa,France,20,20,0,Draw,1993 France rugby union tour of South Africa,1477.4709938445644,1479.786787694016,2.3157938494516657
1993-07-03,1993,France,South Africa,18,17,1,Win,1993 France rugby union tour of South Africa,1531.5426398225047,1544.324542862786,12.78190304028135
